Restaurant,Adresse,PLZ,Ort,Kanton,Telefon,Website
UBS Key West (ZFV),Max Högger-Strasse 82,8048,Zürich,ZH,044 430 00 80,www.zfv.ch/de/microsites/ubs-restaurant-key-west
UBS Restaurant Elite (ZFV),Bahnhofstrasse 41,8001,Zürich,ZH,,https://zfv.ch/de/microsites/ubs-restaurant-elite-1
UBS Restaurant Münzhof (ZFV),Bahnhofstrasse 45,8001,Zürich,ZH,,https://zfv.ch/de/microsites/ubs-restaurant-muenzhof-1/aktuell
Uncle 7 LAM,Klingenstrasse 34,8005,Zürich,ZH,044 440 38 08,
Union Diner Stauffacher,Kasernenstrasse 2,8004,Zürich,ZH,797588724,www.uniondiner.ch/en/stauffacher
Uniturm (ZFV),Rämistrasse 71,8006,Zürich,ZH,044 634 21 41,www.zfv.ch
UNO-Bistro & Take Away Khelifi,Winterthurerstrasse 281,8057,Zürich,ZH,,www.uno-zueri.ch
Uppderdeck,Airport Shopping,8060,Zürich-Flughafen,ZH,043 816 60 16,www.upperdeck-zrh.ch
Urban Food Store,Niederdorfstrasse 46,8001,Zürich,ZH,044 251 38 92,
Urimi Grill GmbH,Grosswiesenstrasse 155,8051,Zürich,ZH,044 500 78 73,https://urimi.ch/?fbclid=PAZXh0bgNhZW0CMTEAAaYw9DJhZ4_lub7YmyGNPQLrX5Q4qkUsu0wwP_JYLw-2lUIefjMVlUNDV2Q_aem_pNKmKZAkUks3h5EbB09Y2w
Ustaria Genuss im Kreis 11,Schaffhauserstrasse 373,8050,Zürich,ZH,043 543 22 38,www.ustaria.ch
Usziit,Circle 59,8058,Zürich-Flughafen,ZH,,https://usz-flughafen.sv-restaurant.ch
Utoburg,Uetlibergstrasse 101,8045,Zürich,ZH,41444622998,
UZH Rämistrasse (ZFV),Rämistrasse 74,8001,Zürich,ZH,044 634 31 14,www.zfv.ch
Valentino,Dufourstrasse 81,8008,Zürich,ZH,41444228957,www.bistro-valentino.ch
Valentin's,Gasometerstrasse 36,8005,Zürich,ZH,044 273 62 15,
Vallocaia,Niederdorfstrasse 15,8001,Zürich,ZH,043 268 51 68,www.vallocaia.ch
Vapiano,Kalanderplatz 9,8045,Zürich,ZH,,www.vapiano.ch
Vapiano,Rämistrasse 8,8001,Zürich,ZH,,www.vapiano.ch
VBZ,Luggwegstrasse 65,8048,Zürich,ZH,044 411 42 16,
Vee's,Alfred-Escher-Strasse 11,8002,Zürich,ZH,044 201 44 90,www.veesbistro.ch
Veganitas,Brauerstrasse 30,8004,Zürich,ZH,079 640 54 91,
Vegelateria & Amazing Strength,Müllerstrasse 64,8004,Zürich,ZH,044 558 70 35,www.vegelateria.ch
Vegitat,Langstrasse 192,8005,Zürich,ZH,044 524 18 87,www.vegitat.ch
Veltlinerkeller,Schlüsselgasse 8,8001,Zürich,ZH,044 225 40 40,www.veltlinerkeller.ch
Vemezza,Stockerstrasse 55,8002,Zürich,ZH,044 243 59 14,www.vemezza.ch
Venus Bistro - Café - Bar,Franklinstrasse 9,8050,Zürich,ZH,044 512 22 69,www.venusbistro.ch
Verein Lokomotive Letten,Wasserwerkstrasse 101,8037,Zürich,ZH,078 647 58 36,https://www.park-platz.org
Vergani,Löwenstrasse 42,8003,Zürich,ZH,,www.vergani.ch
Vesuvio,Glattalstrasse 40,8052,Zürich,ZH,41443011430,
Via del Gusto 28,Lagerstrasse 28,8004,Zürich,ZH,091 222 64 94,
Viadukt,Im Viadukt 8 + 9,8005,Zürich,ZH,043 204 18 99,
ViCAFE,Münsterhof 20,8001,Zürich,ZH,044 221 97 77,
ViCAFE,Birmensdorferstrasse 240,8003,Zürich,ZH,044 886 66 12,
ViCAFE,Rämistrasse 71,8006,Zürich,ZH,,
ViCafe,Zollstrasse 121,8005,Zürich,ZH,044 272 59 04,
ViCAFE,Bahnhofstrasse 93,8001,Zürich,ZH,044 211 96 48,
ViCAFE,Geroldstrasse 17,8005,Zürich,ZH,043 205 20 86,
ViCAFE,Theaterstrasse 14,8001,Zürich,ZH,044 886 66 11,
ViCAFE Beethoven,Beethovenstrasse 34,8002,Zürich,ZH,,
ViCAFE Campus Irchel,Winterthurerstrasse 190,8057,Zürich,ZH,,
ViCAFE Campus ZHdK,Pfingstweidstrasse 96,8005,Zürich,ZH,,
ViCAFE Kweer,Spitalgasse 14,8001,Zürich,ZH,,
ViCAFE Oerlikon,Schulstrasse 44,8050,Zürich,ZH,,
ViCAFE Röschibachplatz,Röschibachstrasse 79,8037,Zürich,ZH,#ERROR!,
ViCAFE Rösterei & Kaffeebar,Hohlstrasse 418,8048,Zürich,ZH,079 578 67 83,
Victoria Brezelbäckerei,Theaterstrasse 18,8001,Zürich,ZH,,www.brezelvictoria.ch
Victoria Brezelbäckerei,Stadelhoferstrasse 2,8001,Zürich,ZH,,www.brezelvictoria.ch
Victoria Brezelbäckerei,Bahnhofstrasse 57,8001,Zürich,ZH,,www.brezelvictoria.ch
Victroria Brezelbäckerei,Wallisellenstrasse 1,8050,Zürich,ZH,,www.brezelvictoria.ch
Vier Linden,Freiestrasse 50,8032,Zürich,ZH,044 268 88 22,www.vierlinden.ch
Vietnam,Uetlibergstrasse 111b,8045,Zürich,ZH,043 333 19 39,www.restaurant-vietnam.ch
Viet-Thai,Kanonengasse 31,8004,Zürich,ZH,044 241 11 80,www.viet-thai.ch
Villa Antinori,"Dock B, Zürich Flughafen",8058,Zürich-Flughafen,ZH,043 816 16 16,www.bindella.ch/de/villa-antinori-da-bindella
Vineria Centrale,Neugasse 42,8005,Zürich,ZH,044 271 11 22,https://www.vineriacentrale.ch
Vior,Löwenstrasse 2,8001,Zürich,ZH,41445000100,www.vior.ch
Virtù,Birchstrasse 147,8050,Zürich,ZH,044 554 18 78,
Vitabella,Thurgauerstrasse 74,8050,Zürich,ZH,044 538 39 00,https://vitabellazurich.ch/
Vito Euroaallee,Europaallee 4,8004,Zürich,ZH,,
Vito Limmatplatz,Kornhausbrücke 4,8005,Zürich,ZH,079 126 66 49,
Viva (Gesundheitszentrum Witikon),Kienastenwiesweg 2,8053,Zürich,ZH,,
Volkshaus,Stauffacherstrasse 60,8004,Zürich,ZH,044 242 11 55,www.restaurantvolkshaus.ch
Vollenweider,Theaterstrasse 1,8001,Zürich,ZH,043 288 04 04,www.vollenweiderchocolatier.ch
Vollenweider Chocolatier Confiseur,Storchengasse 11,8001,Zürich,ZH,,www.vollenweiderchocolatier.ch
Vom Fischer & syner Fru,"Limmatstrasse 231, im Viadukt",8005,Zürich,ZH,044 212 52 52,www.vomfischer.ch
Vorbahnhof,Konradstrasse 1,8005,Zürich,ZH,41442720100,
Vrenelisgärtli,Wasserschöpfi 71,8055,Zürich,ZH,044 461 20 13,www.vrenelis.ch
Vuaillat,Aemtlerstrasse 35,8003,Zürich,ZH,044 462 01 11,www.vuaillat.ch
Vulkan,Klingenstrasse 33,8005,Zürich,ZH,044 273 76 67,www.restaurant-vulkan.ch
VZ Eggbühl,Eggbühlstrasse 23,8050,Zürich,ZH,,
Waidhof,Schwandenholzstrasse 160,8052,Zürich,ZH,41443013355,www.restaurant-waidhof.ch
Waldhaus Katzensee,Wehntalerstrasse 790,8046,Zürich,ZH,044 371 30 03,www.waldhaus-katzensee.ch
Walliserkanne,Lintheschergasse 21,8001,Zürich,ZH,044 211 31 33,www.walliserkanne-zuerich.ch
WangKhar,Ohmstrasse 22,8057,Zürich,ZH,076 434 68 25,
Wanwan,Luegislandstrassse 66,8051,Zürich,ZH,044 203 28 08,www.wanwan.ch
Washoku Japan Store,Weinbergstrasse 110,8006,Zürich,ZH,043 233 89 66,www.washokujapan.ch
Weera Pura Asian Food,Badenerstrasse 177,8003,Zürich,ZH,,
Wehrlischloss,Badenerstrasse 659,8048,Zürich,ZH,,
Weihnachtsmarkt Münsterhof,Bahnhofstrasse 41,8001,Zürich,ZH,,https://www.carlton.ch/de/
Weinbeiz,Regensdorferstrasse 20,8049,Zürich,ZH,044 344 23 48,https://www.zweifel1898.ch/de/weinbeiz-hoengg.html
Weissen Kreuz,Rössligasse 3,8001,Zürich,ZH,044 252 51 65,
Weisser Wind,Oberdorfstrasse 20,8001,Zürich,ZH,044 251 18 45,www.weisserwind.ch
Weisses Kreuz,Falkenstrasse 27,8008,Zürich,ZH,044 251 49 50,www.restaurant-weisseskreuz.ch
Weisses Rössli,Bederstrasse 96,8002,Zürich,ZH,044 212 63 00,www.weisses-roessli.ch
Werdguet,Morgartenstrasse 30,8004,Zürich,ZH,044 242 59 59,www.werdguet.ch
Werdinsel,Werdinsel 1a,8049,Zürich,ZH,41443417472,www.werdinsel.com
werkBAR,Leutschenbachstrasse 45,8050,Zürich,ZH,044 269 69 16,www.sintegra-zh.ch
Werkstatt zur Gleistribüne,Zollstrasse 37,8005,Zürich,ZH,044 206 50 60,www.zurwerkstatt-zh.ch
Wesley's Kitchen,Andreasstrasse 65,8050,Zürich,ZH,078 739 50 30,
Wesley's Kitchen,Josefstrasse 48,8005,Zürich,ZH,044 542 88 91,www.wesleys-kitchen.ch
Wesley's Kitchen,,,,,,https://www.wesleys-kitchen.ch
Wesley's Kitchen,Zollstrasse 1,8005,Zürich,ZH,,www.wesleys-kitchen.ch
Westhive,Hardturmstrasse 161,8005,Zürich,ZH,043 444 68 00,www.westhive.com
White Elephant,Neumühlequai 42,8006,Zürich,ZH,044 360 73 22,www.whiteelephant.ch
Widder / AuGust,Rennweg 7,8001,Zürich,ZH,044 224 24 12,
Wienzeile,Zähringerpl. 17,8001,Zürich,ZH,078 230 40 99,
Wild Bowls,Bleicherweg 50,8002,Zürich,ZH,079 471 72 40,www.bild-bowls.com
Wild Bowls,Seefeldstrasse 25,8008,Zürich,ZH,,www.bild-bowls.com
Wilder Mann,Feiestrasse 221,8032,Zürich,ZH,078 817 85 85,www.wilder-mann.ch
Williams ButchersTable,Neumünsterstrasse 34,8008,Zürich,ZH,044 577 56 88,www.butcherstable.ch
Williams ButchersTable Bellevue,Schifflände 6,8001,Zürich,ZH,044 506 75 06,www.williamsbutcherstable.ch
Wingman,Zentralstrasse 10,8003,Zürich,ZH,043 333 20 00,https://www.wing-man.ch/
Winit's,Albisstrasse 29,8038,Zürich,ZH,044 482 02 49,
Wirtschaft im Franz,Bremgartnerstrasse 18,8003,Zürich,ZH,41435584422,www.wirtschaftimfranz.ch
Wirtschaft Unterdorf,Katzenseestrasse 15,8046,Zürich,ZH,044 371 63 11,www.wirtschaft-unterdorf.ch
Wolfswinkel Alterszentrum,Wolfswinkel 9,8046,Zürich,ZH,41443779200,
Wollyhood,Albisstrasse 9,8038,Zürich,ZH,41433003185,
WOOM Restaurant & Bar,Militärstrasse 106,8004,Zürich,ZH,783308000,https://www.woom-zuerich.ch
Wöschi,Seestrasse 457,8038,Zürich,ZH,043 243 18 89,www.woeschi.ch
Wurst + Moritz,Hardstrasse 318,8005,Zürich,ZH,41435404147,www.wurstundmoritz.com
Wüst,Stampfenbachstrasse 30,8006,Zürich,ZH,41443808822,www.baeckereiwuest.ch
Wüst,Schaffhauserstrasse 21,8006,Zürich,ZH,41444508822,www.baeckereiwuest.ch
Wüst,Schaffhauserstrasse 257,8057,Zürich,ZH,044 271 88 22,www.baeckereiwuest.ch
Wüst,Forchstrasse 327,8008,Zürich,ZH,044 451 88 22,www.baeckereiwuest.ch
Wüst,Seefeldstrasse 178,8008,Zürich,ZH,044 422 88 22,www.baeckereiwuest.ch
Wüst,"Maneggstrasse 73, Greencity",8041,Zürich,ZH,044 211 88 22,www.baeckereiwuest.ch/
Xi Muoi Viet Nam,Kalbreitestrasse 134,8003,Zürich,ZH,044 829 22 22,
Yakamoz,Saatlenstrasse 23,8051,Zürich,ZH,044 516 67 77,
Yalda,Gustav-Gull- Platz 2,8004,Zürich,ZH,,www.yalda.ch/
"Yalda Grill Opernhaus,",Theaterstrasse 4,8001,Zürich,ZH,,www.twospice.ch
Yalda Sihlcity,"Kalanderplatz 1, Haus Omega",8045,Zürich,ZH,044 578 07 08,www.yalda.ch
YAMAS,Lagerstrasse 48,8004,Zürich,ZH,044 501 00 20,www.yamas.ch
Yan-Ruyi,Albisstrasse 19,8038,Zürich,ZH,044 481 67 27,www.ruyi-restaurant.ch
Yardbird,Bahnhofplatz,8001,Zürich,ZH,,www.yardbird.ch
Yardbird,Weststrasse 146,8003,Zürich,ZH,044 342 30 00,www.yardbird.ch
Yen's,Hallwylstrasse 43,8004,Zürich,ZH,41445588976,www.yens-restaurant.ch
Yilong Lin Asia,Magnusstrasse 16,8004,Zürich,ZH,044 291 99 33,www.yilong.ch
YNOS,Europaallee 47,8004,Zürich,ZH,044 536 44 44,www.ynos.ch
Yooji’s,Gate B,8058,Zürich-Flughafen,ZH,,www.yoojis.ch
Yooji's,St. Urbangasse 8,8001,Zürich,ZH,41442531111,www.yoojis.ch/bellevue
Yooji's,Bahnhofstrasse 102,8001,Zürich,ZH,41442121225,www.yoojis.ch
Yooji's,"Hauptbahnhof, Passage Sihlquai",8001,Zürich,ZH,,www.yoojis.ch
Yooji's,Seefeldstrasse 115,8008,Zürich,ZH,41443839292,
Yooji's,Gate A,8058,Zürich-Flughafen,ZH,,www.yoojis.com
Yoshino,Hafnerstrasse 9,8005,Zürich,ZH,044 271 22 22,www.yoshino.ch
Yoyo Pizza,Friesenbergstrasse 12,8055,Zürich,ZH,044 451 58 28,www.yoyo-pizza.ch
Yu-An,Werdstrasse 66,8004,Zürich,ZH,044 291 95 25,www.yu-an.ch
Yuka Restaurant,Stampfenbacherstrasse 60,8006,Zürich,ZH,044 300 18 26,https://restaurants.accor.com/de/restaurant-B5J7_R001-yuka-zurich.shtml
Yu-Long,Bellerivestrasse 138,8008,Zürich,ZH,,
Yuma,Badenerstrasse 120,8004,Zürich,ZH,043 243 88 88,www.yuma-zurich.ch
yume ramen Bellevue,St. Ubangasse 4,8001,Zürich,ZH,,
Yume-Ramen,Reitergasse 6,8004,Zürich,ZH,044 271 72 73,
Z am Park,Zurlindenstrasse 275,8003,Zürich,ZH,043 931 73 74,www.zampark.ch
Za'atar,Brauerstrasse 74,8004,Zürich,ZH,043 243 80 33,www.zaatar.ch
Zafferano,Limmatquai 54,8001,Zürich,ZH,,
Zähringer,Zähringerplatz 11,8001,Zürich,ZH,41442520500,
Zauberberg,Minervastrasse 145,8032,Zürich,ZH,,https://www.pukzh.ch
Zeki's World,Hofwiesenstrasse 350,8050,Zürich,ZH,,
Zekis World Limmatplatz,Langstrasse 231,8005,Zürich,ZH,,https://www.zekisworld.ch/
Zentral Thai Restaurant & Takeaway,Stampfenbachstrasse 40,8006,Zürich,ZH,043 443 90 00,
Zeughaushof,Kanonengasse 20,8004,Zürich,ZH,044 240 52 75,www.hopzueri.ch
Zeughauskeller,Bahnhofstrasse 28a,8001,Zürich,ZH,044 220 15 15,www.zeughauskeller.ch
Zhong Hua,Zähringerstrasse 24,8001,Zürich,ZH,044 251 44 80,
Ziegel oh Lac,Seestrasse 407,8038,Zürich,ZH,044 481 62 42,www.ziegelohlac.ch
Ziegelhütte,Hüttenkopfstrasse 70,8051,Zürich,ZH,044 322 40 03,www.wirtschaft-ziegelhuette.ch
Ziegler (nur Take Away),Welchogasse 5,8050,Zürich,ZH,043 288 40 80,www.zieglermetzg.ch
Zio Ludi,Sihlfeldstrasse 127,8004,Zürich,ZH,044 521 01 43,
Zoo Restaurants,Zürichbergstrasse 221,8044,Zürich,ZH,,www.zoo.ch
Zoom,The Circle 1,8058,Zürich,ZH,044 597 46 66,https://www.hyattrestaurants.com/
ZSC Lions Gastronomie,Vulkanstrasse 130,8048,Zürich,ZH,044 545 91 10,www.swisslifearena.ch/restaurant-sportsbar/
Zum chalte Brunne,Stüssihofstatt 10,8001,Zürich,ZH,044 304 66 09,https://www.zumchaltebrunne.ch/
Zum frischen Max,Max-Frisch-Platz 25,8050,Zürich,ZH,044 444 26 01 Büro,www.zumfrischenmax.ch
Zum goldenen Taschenbrot,Militärstrasse 91,8004,Zürich,ZH,044 242 23 90,
Zum Guten Glück,Stationsstrasse 7,8003,Zürich,ZH,043 540 72 99,www.zumgutenglueck.ch
Zum Köngistuhl,Stüssihofstatt 3,8001,Zürich,ZH,044 261 76 18,www.koenigstuhl.ch
Zunfthaus zum Grünen Glas,Untere Zäune 15,8001,Zürich,ZH,044 251 65 04,www.gruenesglas.ch
Zunfthaus zur Waag,Münsterhof 8,8001,Zürich,ZH,044 216 99 66,www.zunfthaus-zur-waag.ch
Zunfthaus zur Zimmerleuten,Limmatquai 40,8001,Zürich,ZH,044 250 53 63,www.zunfthaus-zimmerleuten.ch
Züppe Cafe,Seefeldstrasse 202,8008,Zürich,ZH,041 212 52 57,www.zuppe.ch
Züri Bistro,Universitätsstrasse 43,8006,Zürich,ZH,043 811 75 79,
Züri Bistro,Badenerstrasse 343,8003,Zürich,ZH,41438117576,
Züri Bistro Shop-Ville,"Hauptbahnhof, Bahnhofplatz",8001,Zürich,ZH,,
Züri Bistro Stadelhofen,Theaterstrasse 4,8001,Zürich,ZH,043 811 75 80,www.zueribistro.ch
Züri Kafi,"Airport Shopping, Foodland",8060,Zürich-Flughafen,ZH,043 816 60 53,www.autogrill.ch
Züri Momo,Hohlstrasse 485,8048,Zürich,ZH,044 243 17 41,
Zürich Fried Chicken - ZFC,Niederdorfstrasse 41,8001,Zürich,ZH,,www.zurich-fried-chicken.com
Zürich Marriott Hotel,Neumühlequai 42,8006,Zürich,ZH,044 360 70 70,www.zurichmarriott.ch
Zürichberg (ZFV),Orellistrasse 21,8044,Zürich,ZH,044 268 35 35,
Zürichsee Gastro,Mythenquai 323,8038,Zürich,ZH,044 487 13 13,www.zsg.ch
