Restaurant,Adresse,PLZ,Ort,Kanton,Telefon,Website
Klopstock Cafe Bar,Klopstockstrasse 23,8002,Zürich,ZH,044 510 88 80,"https://www,klopstock.ch"
Klosbächli,Klosbachstrasse 39,8032,Zürich,ZH,044 251 68 68,
Klus Metzg,Hegibachstrasse 102,8032,Zürich,ZH,044 422 63 66,www.klus-metzg.ch
Kluspark Alterszentrum,Asylstrasse 130,8032,Zürich,ZH,044 414 03 33,
Knödl,Brauerstrasse 78,8004,Zürich,ZH,,
Kobal,Kanzleistrasse 78,8004,Zürich,ZH,044 241 26 19,
Köchlistube,Köchlistrasse 6,8004,Zürich,ZH,41442428068,
Kochstudio Mangostan L. Richter,Albisriederstrasse 182a,8047,Zürich,ZH,044 320 15 65,https://www.mangostan.ch
Kokoro,Neufrankengasse 25,8004,Zürich,ZH,044 241 37 37,www.kokoro-restaurant.ch
Kongresshaus,Gotthardstrasse 5,8027,Zürich,ZH,044 206 36 36,https://www.kongresshaus.ch/de/angebote/restaurant-lux
Konshi,Uraniastrasse 3,8001,Zürich,ZH,044 225 11 88,www.konshi.ch
Konya Grill,Hohlstrasse 271,8004,Zürich,ZH,,www.konyagrill.ch
Kornhaus,Nordstrasse 85,8037,Zürich,ZH,044 271 28 70,www.flughafebeck.ch
Kornsilo,Seefeldstrasse 231,8008,Zürich,ZH,044 389 90 67,www.kornsilo.ch
Koscher Bagel,Bederstrasse 102,8002,Zürich,ZH,043 222 46 59,www.koscherbagel.ch
Kraftwerk,Selnaustrasse 25,8001,Zürich,ZH,,
Kreuzstrasse,Schaffhauserstrasse 133,8057,Zürich,ZH,044 361 10 11,https://www.hangs.ch/
Krone,Badenerstrasse 705,8048,Zürich,ZH,044 211 33 88,www.krone-altstetten.ch
Krone Unterstrass,Schaffhauserstrasse 1,8006,Zürich,ZH,044 360 56 56,
Kropf,In Gassen 16,8001,Zürich,ZH,044 221 18 05,www.zumkropf.ch
K-Street Toast,Badenerstrasse 217,8003,Zürich,ZH,078 202 89 71,https://kstreetoast.ch/
Küche Schutz & Rettung,Weststrasse 4,8003,Zürich,ZH,,
Kuhn,Leimbachstrasse 23,8041,Zürich,ZH,044 482 06 20,www.baeckerei-kuhn.ch
Kuhn,Hardaustrasse 5,8003,Zürich,ZH,043 818 66 88,www.baeckerei-kuhn.ch
Kultur Lokal Rank,Niederdorfstrasse 60,8001,Zürich,ZH,044 777 80 01,www.amrank.ch
Kulturcafé WHISper,Hornbachstrasse 23,8008,Zürich,ZH,044 545 35 12,www.whisper.zuerich
Kulturmarkt,Aemtlerstrasse 23,8003,Zürich,ZH,41444541015,www.kulturmarkt.ch
Kunsthaus Bar Zürich,Heimplatz 5,8001,Zürich,ZH,,
KV Zürich Business School,Limmatstrasse 310,8005,Zürich,ZH,044 444 65 91,www.kv-zurich.sv-group.ch
La Bastide,Grubenstrasse 38,8045,Zürich,ZH,044 202 17 70,www.bastide.ch
La Bottega del Salotto,Badenerstrasse 87,8004,Zürich,ZH,043 243 34 37,www.labottegadelsalotto.ch
La Brea SoCal Tacos,Josefstrasse 59,8005,Zürich,ZH,044 311 20 20,www.la-brea.ch
La Capricciosa,Militärstrasse 114,8004,Zürich,ZH,,
La Casa,Riedtlistrasse 2,8006,Zürich,ZH,043 810 04 54,www.ristorante-lacasa.ch
La Catedral,Birmensdorferstrasse 83,8003,Zürich,ZH,044 527 34 22,www.lacatedral.ch
La Côte,Aemtlerstrasse 26,8003,Zürich,ZH,044 241 91 91,www.restaurant-lacote.ch
La Jolie- Das Beauty Café,Schaffhauserstrasse 431,8050,Zürich,ZH,078 230 00 42,www.lajoliebeautycafe.ch
La Lup Asian Kitchen,Wolframplatz 1,8045,Zürich,ZH,079 903 83 45,
La Mirada Zürich,Minervastrasse 29,8032,Zürich,ZH,044 489 84 64,
La Pasta,Niederdorfstrasse 80,8001,Zürich,ZH,044 740 20 00,
La Penisola 3 Puls 5,Giessereistrasse 18,8005,Zürich,ZH,043 818 22 03,www.lapenisola-puls5.ch
La Perla,Morgartenstrasse 15,8004,Zürich,ZH,044 291 95 02,
La Perla Del Sud,Leimbachstrasse 104,8041,Zürich,ZH,044 482 08 36,www.la-perla-del-sud-zurich.business.site/?utm_source=gmb&utm_medium=referral
LA PIADA,Uraniastrasse 31,8001,Zürich,ZH,,www.lapiada.ch
La Piazza,Friesenbergplatz 7,8045,Zürich,ZH,044 291 99 11,www.restaurant-lapiazza.ch
La piccola Panicoteca,Forchstrasse 52,8008,Zürich,ZH,076 210 80 08,www.panicoteca.ch
LA ROSA Bianca,Dübendorferstrasse 24,8051,Zürich,ZH,044 313 94 56,www.larosabianca.ch
La Santa Sete,Zollstrasse 111,8005,Zürich,ZH,044 440 15 44,www.lasantasete.restaurant
La Stanza,Bleicherweg 10,8002,Zürich,ZH,076 827 82 84,www.lastanza.ch
La Stazione,Ohmstrasse 21,8050,Zürich,ZH,044 324 50 57,www.restaurant-lastazione.ch
La Taqueria,Altstetterstrasse 140 A,8048,Zürich,ZH,043 321 50 50,www.lataqueria.ch
La Taqueria,Badenerstrasse 138,8004,Zürich,ZH,,www.lataqueria.ch
Laden Schipfe 39,Lindenhofstrasse 13,8001,Zürich,ZH,,www.stadt-zuerich.ch/sd/de/index/stadtleben/gastronomie/schipfe16/ladenlokal-schipfe.html
L'Adoro,Glattalstrasse 104,8052,Zürich,ZH,044 309 19 19,www.ladoro.ch
Lady Hamilton's Pub,Beatengasse 11,8001,Zürich,ZH,043 344 88 60,www.ladyhamilton.ch
Lai Siam,Schaffhauserstrasse 137,8057,Zürich,ZH,077 458 00 19,www.lai-siam.ch
Lake Side Casino Zürichhorn,Bellerivestrasse 170,8008,Zürich,ZH,41443858600,www.lake-side.ch
Lalere,Zurlindenstrasse 57,8003,Zürich,ZH,,/www.lalere.ch/
Lamky,Wattstrasse 3,8050,Zürich,ZH,044 312 67 91,
Ländli Züri,Feldeggstrasse 87,8008,Zürich,ZH,41442696921,
Langrino,Langgrütstrasse 51,8047,Zürich,ZH,044 414 26 30,
L'Artista,Ohmstrasse 11,8050,Zürich,ZH,043 333 50 26,https://lartista.ch/
L'Artista Italiano,Badenerstrasse 217,8003,Zürich,ZH,044 527 71 20,www.lartista.ch
LaSalle,Schiffbaustrasse 4,8005,Zürich,ZH,044 258 70 71,www.lasalle-restaurant.ch
Latte Stories,Hagenholzstrasse 55,8050,Zürich,ZH,077 511 68 62,www.lattestories.ch
Le Café,"Hauptbahnhof, Zwischengeschoss",8001,Zürich,ZH,,
Le Cèdre,Badenerstrasse 78,8004,Zürich,ZH,044 241 42 72,
Le Pli 22 & OMis Knödl,Odberdorfstrasse 22,8001,Zürich,ZH,043 539 54 86,www.knoedl.ch
Legend Döner,Schaffhausserstrasse 449,8052,Zürich,ZH,793600262,
Lemon Food & Drinks,Birchstrasse 120,8050,Zürich,ZH,443103814,https://www.pizzalemon.ch
Lemon Grass,Stampfenbachstrasse 133,8006,Zürich,ZH,044 524 81 88,www.the-lemon-grass.ch
Lemon Grass,Neptunstrasse 57,8032,Zürich,ZH,044 383 47 91,www.suan-long.ch/lemongrass
Leonardo Gelateria Sihlcity,Kalanderplatz 1,8045,Zürich,ZH,,
Leonhardstreppe,Weinbergstrasse 25,8001,Zürich,ZH,,www.leonhardstreppe.ch
Leon's Loft,"The Circle 21, Haus 16",8058,Zürich-Flughafen,ZH,043 816 20 80,www.leonsloft.ch
Les Halles,Pfingstweidstrasse 6,8005,Zürich,ZH,044 273 11 25,www.les-halles.ch
Lettebadi,Lettensteg 10,8037,Zürich,ZH,079 704 64 52,www.lettebadi.ch
Letzigrund,Badenerstrasse 526,8048,Zürich,ZH,043 818 64 84,www.restaurantletzigrund.ch
Letzigrund Aussenstände (ZFV),Badenerstrasse 500,8048,Zürich,ZH,044 413 94 89,
Lian Hua GmbH – Schaffhauserstrasse,Schaffhauserstrasse 269,8057,Zürich,ZH,,
Lian Hua Hardturm,Förrlibuckstrasse 30,8005,Zürich,ZH,,
Lian Hua Wiedikon GmbH,Birmensdorferstrasse 94,8003,Zürich,ZH,,
Libanes Restaurant Ajjour,Fiesstrasse 43,8050,Zürich,ZH,044 816 61 61,
Libanon il Achdar,Hafnerstrasse 13,8005,Zürich,ZH,044 272 08 10,
Lily's Delivery,Sihlfeldstrasse 58,8003,Zürich,ZH,044 251 70 70,www.lilys.ch
Lily's Factory,Sihlfeldstrasse 58,8003,Zürich,ZH,,www.lilys.ch
Lily's Stomach Supply,Langstrasse 197,8005,Zürich,ZH,043 500 35 92,www.lilys.ch
Limani,Gertrudstrasse 44,8003,Zürich,ZH,044 450 46 46,https://www.limani.rest/
Limmatblick (Gesundheitszentrum Bombach),Limmattalstrasse 371,8049,Zürich,ZH,,
Limmathof,Limmatquai 142,8001,Zürich,ZH,044 267 60 40,
Limmathof,Limmatstrasse 217,8005,Zürich,ZH,043 818 69 80,
Limmatplatz,Kornhausbrücke 2,8005,Zürich,ZH,41442716160,
Lin Lin,Forchstrasse 76,8008,Zürich,ZH,044 381 00 88,
Linde,Altstetterstrasse 130,8048,Zürich,ZH,044 431 70 40,
Linde Oberstrass,Universitätstrasse 91,8006,Zürich,ZH,044 362 21 09,
Lindehöfli,Bahnhofquai 3,8001,Zürich,ZH,,
Linden Treff,Schaffhauserstrasse 126,8057,Zürich,ZH,,
Little Orient,"Airport Shopping, Foodland",8060,Zürich-Flughafen,ZH,,www.autogrill.ch
Live Fusion Restaurant,Uraniastrasse 20,8001,Zürich,ZH,077 260 44 52,www.livefusion.ch/de/
Liyu Ethiopian Food,Birmensdorferstrasse 191,8003,Zürich,ZH,044 225 55 55,https://www.liyu-restaurant.ch
LO! Flavours of Asia Zürich Wiedikon,Schimmelstrasse 2,8003,Zürich,ZH,#ERROR!,www.loasia.ch
Lochergut,Badenerstrasse 230,8004,Zürich,ZH,044 212 13 14,
Loft Five,Europaallee 15,8004,Zürich,ZH,044 755 50 50,www.loftfive.ch
Lokal,Rotbuchstrasse 66,8037,Zürich,ZH,076 510 09 89,https://lok.al/wipkingen/
LOL Zürich HB Shopville,HB Zürich,8001,Zürich,ZH,043 523 01 00,www.lolipop.ch
LOL Zürich Sihlcity,Kalanderplatz 1,8045,Zürich,ZH,052 523 77 71,www.lolipop.ch
LOL Zürich Stadelhofen SBB,Bahnhof Stadelhofen,8001,Zürich,ZH,043 523 71 00,www.lolipop.ch
Lolly Shop (nur Take-Away),Langstrasse 88,8004,Zürich,ZH,079 798 45 64,
Long Wai,Preyergasse 8,8001,Zürich,ZH,,
L'Oro di Napoli,Circle Haus 15,8060,Zürich-Flughafen,ZH,043 816 60 53,www.autogrill.ch
Lotti,Werdmühleplatz 3,8001,Zürich,ZH,043 399 01 01,www.lotti-lokal.ch
Lou Lou French Grill & Raw Bar,Kalandergasse 1,8045,Zürich,ZH,044 213 22 99,www.loulou-restaurant.ch
Lou's,Zweierstrasse 106,8003,Zürich,ZH,044 451 07 07,www.lous-restaurant.ch
Löwen Siam,Baumackerstrasse 47,8050,Zürich,ZH,044 333 48 06,https://www.loewen-siam.ch/
Löweneck Hotel City,Löwenstrasse 34,8001,Zürich,ZH,044 577 68 00,www.loeweneck.com
Lucky's Thai Food,Aargauerstrasse 250,8048,Zürich,ZH,076 589 22 65,
Lucky's Thai Food by Mühlestein,,,,,,
Luigi,Weinbergstrasse 26,8001,Zürich,ZH,044 243 49 29,https://www.instagram.com/luigipizzacucina
Luigia,Talstrasse 61,8001,Zürich,ZH,044 700 22 22,www.luigia.ch
L'Ultimo Bacio,Hardturmstrasse 171,8005,Zürich,ZH,044 272 00 55,
Lulu Opernhaus,Sechseläutenplatz 1,8001,Zürich,ZH,044 715 00 26,
Lunch 5,Förrlibuckstrasse 62,8005,Zürich,ZH,044 271 51 51,www.lunch-5.ch
Lunchtime,"Elias-Canetti Strasse 7, ABB Historic Building",8080,Zürich,ZH,077 231 05 19,
Lycka Coffee & Bar,Josefstrasse 112,8005,Zürich,ZH,043 205 22 62,
M Shot Café,Hagenholzstrasse 65,8050,Zürich,ZH,077 288 93 13,
Ma Maison Cafe & Brunch,Bederstrasse 94,8002,Zürich,ZH,079 554 14 82,www.m.facebook.com/mamaisonqtr/
Ma'adan,Schimmelstrasse 1,8003,Zürich,ZH,044 762 40 60,
Maboom,Hagenholzstrasse 79,8050,Zürich,ZH,,
Madrid,Froschaugasse 15,8001,Zürich,ZH,044 251 13 33,www.restaurant-madrid.ch
Maison 33,Höschgasse 33,8008,Zürich,ZH,044 383 56 70,
Mai-Wok,Birmensdorferstrasse 93,8003,Zürich,ZH,043 558 25 44,
Maki Haus,Stampfenbachstrasse 12,8001,Zürich,ZH,044 211 01 01,
Makkiato Dolce&Salato,Dolderstrasse 15,8032,Zürich,ZH,043 543 04 52,https://makkiato.odoo.com/
Mal Pizza Kebap,Albisriederstrasse 369,8047,Zürich,ZH,056 470 33 05,
Malabar,Wallisellenstrasse 11,8050,Zürich,ZH,41443113117,www.malabar-restaurant.ch
Mama Shelter,Schulstrasse 44,8050,Zürich,ZH,044 44 2 41 41,https://de.mamashelter.com/zurich/essen-trinken/restaurant-bar/
Mama's Bäcki Lädeli / Kebab Imbiss,Hohlstrasse 90,8004,Zürich,ZH,076 682 49 60,
MANEEZ,Josefstrasse 137,8005,Zürich,ZH,,
MANY'S,Beckenhofstrasse 7,8006,Zürich,ZH,,www.manys.ch
Marcellino,Forchstrasse 168,8032,Zürich,ZH,41443802690,
Marcello's,Regensdorferstrasse 13,8049,Zürich,ZH,41433004544,
Marché,Airside Center Dock E,8060,Zürich-Flughafen,ZH,,https://www.marche-schweiz.ch
Marché Bakery Airport,Airside Center,8060,Zürich-Flughafen,ZH,043 816 65 10,www.marche.ch
Marché Bistro Zürich Airport,Airport Center,8060,Zürich-Flughafen,ZH,043 816 65 10,
Marché Zürich Airport,Airside Center,8060,Zürich-Flughafen,ZH,043 816 65 10,www.marche.ch
Marea Café & Bar,Limmatquai 98,8001,Zürich,ZH,044 201 13 13,
Margheri,Limmatstrasse 273,8005,Zürich,ZH,043 366 86 04,www.margheri.ch
markhalle,Aargauerstrasse 1,8048,Zürich,ZH,044 272 77 34,wwww.restaurant-markthalle.zuerich
Marktgasse Baltho,Marktgasse 17,8001,Zürich,ZH,044 266 10 14,www.balthokuechebar.ch
Marktgasse Delish,Marktgasse 17,8001,Zürich,ZH,044 266 10 15,www.delish.ch
Marktgasse Hotel,Marktgasse 10,8001,Zürich,ZH,044 266 10 10,www.marktgassehotel.ch/
Markthalle im Viadukt,Limmatstrasse 231,8005,Zürich,ZH,41442010060,www.restaurant-markthalle.ch
Marktküche,Feldstrasse 98,8004,Zürich,ZH,41442112211,www.marktküche.ch
Marktlücke,Schipfe 24,8001,Zürich,ZH,,
Martinelli,Ottikerstrasse 35,8006,Zürich,ZH,044 363 57 00,
MARU,Museumstrasse 1,8001,Zürich,ZH,,
MARU,Rolandstrasse 9,8004,Zürich,ZH,,www.maru.ch
Masoala,Zürichbergstrasse 219,8044,Zürich,ZH,044 254 26 30,www.zoo.ch
Maverick’s Secret,Feldstrasse 40,8004,Zürich,ZH,076 414 49 46,www.mavsecret.ch
MAZI,Morgartenstrasse 26,8004,Zürich,ZH,044 242 86 66,
McDonald's,Bahnhofplatz 5,8001,Zürich,ZH,044 211 80 70,www.mcdonalds.ch
McDonald's,Löwenstrasse 53,8001,Zürich,ZH,044 210 14 07,www.mcdonalds.ch
McDonald's,Langstrasse 201,8005,Zürich,ZH,,www.mcdonalds.ch
McDonald's,Hofwiesenstrasse 350 - 354,8050,Zürich,ZH,044 312 41 11,www.mcdonalds.ch
McDonald's,Gottfried-Keller-Strasse 7,8001,Zürich,ZH,043 343 97 11,www.mcdonalds.ch
McDonald's,"ZRH Foodland, Flughafenstrasse 3",8060,Zürich,ZH,043 305 28 00,https://www.mcdonalds.ch
McDonald's,Kalanderplatz 1,8045,Zürich,ZH,078 655 95 59,www.mcdonalds.ch
McDonald's,Badenerstrasse 21,8004,Zürich,ZH,044 242 15 55,www.mcdonalds.ch
McDonald's Restaurant,Tessinerplatz 5,8002,Zürich,ZH,,www.mcdonalds.ch
McDonalds's Letzipark,Hohlstrasse 467,8048,Zürich,ZH,044 491 49 00,www.mcdonalds.ch
Meat Me,Rebgasse 8,8004,Zürich,ZH,044 566 88 11,http://meatme4.ch/
Medina,Albisstrasse 72,8038,Zürich,ZH,044 482 54 04,
Meedo Restaurant & Take Away,Limmattalstrasse 225,8049,Zürich,ZH,044 203 06 85,
Memo Take Away,Birmensdorferstrasse 430,8055,Zürich,ZH,044 461 18 71,
Memo-Can,Badenerstrasse 676,8048,Zürich,ZH,044 431 35 00,
Mendokoro,"Wolfgang Pauli-Strasse 14, ETH Zürich, Hönggerberg",8093,Zürich ETH-Hönggerberg,ZH,044 633 72 51,
Mensa FKSZ (ZFV),Mühlebachstrasse 19,8008,Zürich,ZH,043 243 75 13,www.zfv.ch/de/microsites/mensa-fksz
Mensa Freies Gymnasium (ZFV),Arbenzstrasse 19,8008,Zürich,ZH,044 382 95 33,zfv.ch/de/microsites/mensa-freies-gymnasium
Mensa Institut Minerva (ZFV),Scheuchzerstrasse 2,8006,Zürich,ZH,044 388 99 43,www.zfv.ch
Mensa Kantonschule Rämibühl (ZFV),Freiestrasse 26,8032,Zürich,ZH,044 266 99 55,
Mensa PHZH (ZFV),Lagerstrasse 10,8004,Zürich,ZH,043 305 66 88,www.zfv.ch
Mercure Zürich City,Vulkanstrasse 108b,8048,Zürich,ZH,043 523 12 12,www.all.accor.com
Mère Catherine,Nägelihof 3,8001,Zürich,ZH,41442505940,www.commercio.ch
Mesa Madrid,Weinbergstrasse 75,8006,Zürich,ZH,043 321 75 75,https://mesa-madrid.ch/
Mesob,Rotachstrasse 33,8003,Zürich,ZH,043 960 02 51,
Metropol,Fraumünsterstrasse 12,8001,Zürich,ZH,044 200 59 00,www.metropol-restaurant.ch
Metzgerei Eichenberger (nur Take Away),Limmattalstrasse 274,8049,Zürich,ZH,044 342 28 08,www.eichenbergermetzgerei.ch
Metzgerei Hüppin,Friesstrasse 44,8050,Zürich,ZH,,https://www.hueppin-metzg.ch/?home=true
Metzgerei Künzli AG (nur Take Away),Letzigraben 149,8047,Zürich,ZH,044 492 16 56,www.metzgereikuenzli.ch
Metzgerei Reif,Zürichbergstrasse 20,8032,Zürich,ZH,044 251 67 77,www.reif-metzgerei.ch/
Metzgerhalle,Schaffhauserstrasse 354,8050,Zürich,ZH,41443119617,
Micas Garten,Badenerstrasse 790,8048,Zürich,ZH,078 971 67 64,www.micasgarten.ch
Michelangelo,Gertrudstrasse 37,8003,Zürich,ZH,41444513231,
midori ramen,"Mattengasse 13,",8005,Zürich,ZH,044 515 87 20,
Migrolino ZH-Farbhof,Karstlernstrasse 2,8048,Zürich,ZH,,www.migrolino.ch
migrolino (nur Take Away),HB Nordtrakt 71,8001,Zürich,ZH,,www.migrolino.ch
Migrolino (nur Take-Away),Niederdorfstrasse 88,8008,Zürich,ZH,,www.migrolino.ch
migrolino fresh,Lagerstrasse 101,8004,Zürich,ZH,,www.migrolino.ch
migrolino fresh,Langstrasse 134,8004,Zürich,ZH,,www.migrolino.ch
Migros (nur Take Away),Seefeldstrasse 111-113,8008,Zürich,ZH,,www.migros.ch
Migros Gourmessa,Altstetterstr. 145,8048,Zürich,ZH,058 563 31 31,www.migros.ch
Migros Personalrestaurant,Hardturmstrasse 201,8005,Zürich,ZH,058 399 32 70,www.migros.ch
Migros Personalrestaurant WVZ,Hardhof 9,8064,Zürich,ZH,044 415 26 01,www.migros.ch
Migros Restaurant,Etzelstrasse 3,8038,Zürich,ZH,044 482 23 11,www.migros.ch
Migros Restaurant,Löwenstrasse 31 - 35,8001,Zürich,ZH,044 227 10 60,www.migros.ch
Migros Restaurant,Winterthurerstrasse 524,8051,Zürich,ZH,044 321 37 71,www.migros.ch
Migros Restaurant,Falkenstrasse 19-21,8008,Zürich,ZH,044 261 46 64,www.migros.ch
Migros Restaurant,Pfingstweidstrasse 110,8005,Zürich,ZH,,www.migros.ch
Migros Restaurant,Wengistrasse 7,8004,Zürich,ZH,044 242 82 05,www.migros.ch
Migros Restaurant,Jonas-Furrerstrasse 21,8046,Zürich,ZH,044 370 16 62,www.migros.ch
Migros Restaurant,Hofwiesenstrasse 350,8050,Zürich,ZH,044 317 60 10,www.migros.ch
Migros Restaurant,Giesshübelstrasse 65,8045,Zürich,ZH,044 462 38 66,www.migros.ch
Migros Restaurant,Limmatstrasse 152,8005,Zürich,ZH,044 448 10 58,www.migros.ch
Migros Restaurant,Brown Boveri Strasse 5,8050,Zürich,ZH,,www.migros.ch
Migros Restaurant,Birmensdorferstr. 140,8003,Zürich,ZH,044 456 40 37,www.migros.ch
Migros Restaurant PwC,Birchstrasse 160,8050,Zürich,ZH,,www.migros.ch
Migros Restaurant RAD Rheinmetall,Birchstrasse 155,8050,Zürich,ZH,044 316 22 76,
Migros Restaurant Topolino,Pfingstweidstrasse 101,8005,Zürich,ZH,058 561 54 32,www.migros.ch
Migros Restaurant Wiedikon,Birmensdorferstrasse 320,8055,Zürich,ZH,044 450 14 75,
Migros Take Away,Kreuzplatz 20,8008,Zürich,ZH,,www.migros.ch
MIKI-Ramen,Sihlfeldstrasse 63,8003,Zürich,ZH,044 450 37 76,
Milano,Militärstrasse 109,8004,Zürich,ZH,044 241 88 17,www.restaurant-milano.ch
Milchbar,Kappelergasse 16,8001,Zürich,ZH,044 211 90 12,
Millennium,Limmatplatz 1,8005,Zürich,ZH,41442732848,www.millennium-restaurant.ch
Mimosa,General Wille-Strasse 8,8002,Zürich,ZH,044 202 70 40,www.lamimosa.ch
Mini Café,Bleicherweg 62,8002,Zürich,ZH,044 202 84 84,www.minicafe.ch
Minimum,Flüelastrasse 31,8047,Zürich,ZH,41433218692,www.minimum.ch
Minimum - Boulder Bistro,Leutschenbachstrasse 44,8050,Zürich,ZH,044 330 33 60,www.minimum.ch
minine sushi,Zeltweg 12,8032,Zürich,ZH,044 260 89 29,www.mininesushi.com
Miracle,Fröhlichstrasse 37,8008,Zürich,ZH,044 382 20 05,www.miracle-seefeld.ch
Miso Bar Binz,Binzstrasse 29,8045,Zürich,ZH,078 666 27 94,www.sudelnupppen.ch
Misoga,Drahtzugstrasse 5,8008,Zürich,ZH,044 422 99 90,www.misoga.ch
Miss Miu,Badenerstrasse 97,8004,Zürich,ZH,,https://www.miss-miu.ch/de/home
Miss Miu,Europaallee 48,8004,Zürich,ZH,,www.miss-miu.ch
mit&ohne Kebab,Badenerstrasse 248,8004,Zürich,ZH,,
mit&ohne Zürich,Museumsstrasse 1,8001,Zürich,ZH,,https://www.mitundohne-kebab.ch
mi-te,Universitätsstrasse 25,8006,Zürich,ZH,,
MO Jasmine Restaurant,Badenerstrasse 663,8048,Zürich,ZH,044 544 00 15,https://mo-jasmine.ch/
Mo Sushi & Dim Sum,Kanzleistrasse 231,8004,Zürich,ZH,076 517 68 88,
Moana,Albisstrasse 44,8038,Zürich,ZH,043 399 00 19,www.moanacafebar.ch
Modissa Rooftop + more,Bahnhofstrasse 74,8001,Zürich,ZH,044 400 05 55,
Mohini,Weinbergstrasse 15,8001,Zürich,ZH,41442525211,www.mohini.ch
Mojo,Schaffhauserstrasse 361,8050,Zürich,ZH,043 540 49 89,
Molino,Bellerivestrasse 2,8008,Zürich,ZH,043 443 06 06,www.molino.ch
Molino,Stauffacherstrasse 31,8004,Zürich,ZH,044 240 20 40,www.molino.ch
Molino,Limmatquai 16,8001,Zürich,ZH,41442610117,www.molino.ch
Molino,Gasometerstrasse 26,8005,Zürich,ZH,044 272 62 62,www.molino.ch
Monroe,Brauerstrasse 26,8004,Zürich,ZH,077 404 23 28,www.monroe.zuerich
Monti,Birmensdorferstrasse 486,8055,Zürich,ZH,079 687 18 00,www.montis-bistro.ch
Montmartre,Weggengasse 4,8001,Zürich,ZH,,https://lemontmartre.ch/montmartre/
Mori,Hottingerstrasse 4,8032,Zürich,ZH,044 521 37 76,
Moser’s Bleicherweg,Bleicherweg 27,8002,Zürich,ZH,044 201 67 40,www.backparadies.ch
Moser's Seefeld,Seefeldstrasse 34,8008,Zürich,ZH,044 252 48 46,www.backparadies.ch
Moser's Sihlporte,Talacker 50,8001,Zürich,ZH,044 221 04 44,www.backparadies.ch
Moudi Bar,Brandschenkestrasse 5,8001,Zürich,ZH,044 390 13 14,www.moudi-bar.ch
Moudi's Lecker Garten,Winterthurerstrasse 86,8006,Zürich,ZH,044 361 13 93,www.moudislecker.ch
Mövenpick Ice Cream Gallery,Theaterstrasse 8,8001,Zürich,ZH,043 268 04 20,
Mueseum Rietberg,Gablerstrasse 15,8002,Zürich,ZH,,www.rietberg.ch
Muggenbühl,Muggenbühlstrasse 15,8038,Zürich,ZH,044 482 11 45,
Mühlebach,Mühlebachstrasse 43,8008,Zürich,ZH,044 251 19 40,
Münsterhof,Münsterhof 6,8001,Zürich,ZH,044 262 33 00,
Muset,Wehntalerstrasse 280,8046,Zürich,ZH,044 542 68 80,
Musti Grill,Saumackerstrasse 48,8048,Zürich,ZH,41444372121,
myfoodbox,Hohlstrasse 550,8048,Zürich,ZH,,
myfoodbox,Andreasstrasse 15,8050,Zürich,ZH,,
myfoodbox,Brandschenkestrasse 5,8001,Zürich,ZH,,www.myfoodbox.ch
myfoodbox,Bändliweg 20,8048,Zürich,ZH,,
myfoodbox,Josefstrasse 59,8005,Zürich,ZH,,www.myfoodbox.ch
myfoodbox,Stampfenbachstrasse 6,8001,Zürich,ZH,,
Mythos,Stauffacherstrasse 35,8004,Zürich,ZH,044 372 29 54,
MyVi’s,Schmidgasse 6,8001,Zürich,ZH,41763769478,
N-68,Niederdorfstrasse 68,8001,Zürich,ZH,41442610812,
NA081,Konradstrasse 71,8005,Zürich,ZH,043 205 27 93,www.na081.ch
NA081 Seefeld,Seefeldstrasse 96,8008,Zürich,ZH,044 202 00 21,www.na081.ch
Naanu,Pfingstweidstrasse 104,8005,Zürich,ZH,41442711012,www.naanu.ch
Nagasui,Selnaustrasse 16,8001,Zürich,ZH,044 288 38 88,http://www.nagasui.ch/index.cfm
Namaste Himalaya,Josefstrasse 77,8005,Zürich,ZH,044 276 99 77,
Namaste Oerlikon,Ellen-Widmann-Weg 6,8050,Zürich,ZH,044 310 18 01,
Napulé,Josefstrasse 89,8005,Zürich,ZH,,www.pizzerianapule.ch
Napulé,Grubenstrasse 27,8045,Zürich,ZH,,www.pizzerianapule.ch
Napulé,Stadelhoferstrasse 42,8001,Zürich,ZH,044 260 86 68,www.pizzerianapule.ch
Napulé Zürch,Seefeldstrasse 25,8008,Zürich,ZH,,www.pizzerianapule.ch
NatWest Services (ZFV),Lerchenstrasse 16,8045,Zürich,ZH,,www.zfv.ch/de/microsites/natwest
NAVI,Aemtlerstrasse 203,8003,Zürich,ZH,044 412 87 87,
Neela,Kanonengasse 29,8004,Zürich,ZH,,
Negishi,Stadelhoferstrasse 22,8004,Zürich,ZH,,www.negishi.ch
Negishi,Zürich-Flughafen,8058,Zürich,ZH,,www.negishi.ch
Negishi,Altstetterplatz 11,8048,Zürich,ZH,,www.negishi.ch
Negishi,Pelikanplatz 15,8001,Zürich,ZH,044 525 09 99,www.negishi.ch
Negishi,Hofwiesenstrasse 369,8050,Zürich,ZH,044 525 09 90,www.negishi.ch
Negishi,Nägelihof 1,8001,Zürich,ZH,41442520510,www.negishi.ch
Negishi Zürich Hauptbahnhof,Halle Löwenstrasse,8001,Zürich,ZH,,
Nelson Pub,Beatengasse 11,8001,Zürich,ZH,044 212 60 16,www.nelsonpubzurich.ch
Neni,Langstrasse 150,8004,Zürich,ZH,044 576 50 05,
Nep Asian Kitchen,Militärstrasse 24,8004,Zürich,ZH,076 839 68 68,
